Customer ID,InvoiceDate,Recency,Purchase_Frequency,Monetary_Value,R_Score,F_Score,M_Score,RFM_Score,Customer_Tenure,Average_Order_Value,Purchase_Velocity,Daily_Value,Engagement_Score,CLV_Segment
14150,2011-11-04 10:05:00,35,2,658.64,4,2,3,423,35,329.32,0.05555555555555555,18.295555555555556,70,Low Value
14151,2010-02-04 15:35:00,672,2,679.45,1,2,3,123,672,339.725,0.0029717682020802376,1.0095839524517087,1344,Low Value
14152,2011-09-25 12:54:00,74,7,1997.3400000000001,3,4,4,344,74,285.3342857142857,0.09333333333333334,26.631200000000003,518,Low Value
14153,2010-08-13 14:35:00,482,1,233.4,1,1,1,111,482,233.4,0.002070393374741201,0.4832298136645963,482,Low Value
14154,2011-04-14 16:26:00,238,8,6460.7,2,4,5,245,238,807.5875,0.03347280334728033,27.032217573221757,1904,High Value
14155,2011-03-18 14:13:00,265,1,118.75,2,1,1,211,265,118.75,0.0037593984962406013,0.44642857142857145,265,Low Value
14156,2011-11-30 10:54:00,9,156,313437.62,5,5,5,555,9,2009.2155128205127,15.6,31343.762,1404,High Value
14157,2011-11-20 11:32:00,19,5,978.69,4,4,3,443,19,195.738,0.25,48.9345,95,Low Value
14158,2011-10-30 15:08:00,39,1,507.66,4,1,2,412,39,507.66,0.025,12.691500000000001,39,Low Value
14159,2011-11-20 12:36:00,19,20,7860.8,4,5,5,455,19,393.04,1.0,393.04,380,High Value
14160,2010-04-08 14:30:00,609,7,8421.47,1,4,5,145,609,1203.0671428571427,0.011475409836065573,13.805688524590163,4263,High Value
14161,2011-05-08 11:41:00,215,7,2996.93,2,4,5,245,215,428.1328571428571,0.032407407407407406,13.874675925925926,1505,Medium Value
14162,2011-06-19 11:36:00,173,2,289.36,3,2,2,322,173,144.68,0.011494252873563218,1.6629885057471265,346,Low Value
14163,2011-09-13 15:18:00,86,5,2594.62,3,4,4,344,86,518.924,0.05747126436781609,29.823218390804595,430,Medium Value
14164,2011-09-30 12:24:00,70,2,1631.77,3,2,4,324,70,815.885,0.028169014084507043,22.98267605633803,140,Low Value
14165,2011-03-09 12:39:00,275,1,120.44,2,1,1,211,275,120.44,0.0036231884057971015,0.4363768115942029,275,Low Value
14166,2010-07-22 19:42:00,504,2,251.15,1,2,1,121,504,125.575,0.0039603960396039604,0.4973267326732673,1008,Low Value
14167,2011-10-31 14:29:00,38,8,1274.29,4,4,4,444,38,159.28625,0.20512820512820512,32.67410256410256,304,Low Value
14168,2010-10-15 10:49:00,420,2,370.45,1,2,2,122,420,185.225,0.004750593824228029,0.8799287410926365,840,Low Value
14169,2010-10-05 08:45:00,430,2,621.51,1,2,3,123,430,310.755,0.004640371229698376,1.4420185614849188,860,Low Value
14170,2010-11-29 13:10:00,374,3,570.18,2,3,2,232,374,190.05999999999997,0.008,1.5204799999999998,1122,Low Value
14171,2011-09-02 16:43:00,97,2,498.79,3,2,2,322,97,249.395,0.02040816326530612,5.089693877551021,194,Low Value
14172,2010-04-13 13:26:00,604,3,369.02,1,3,2,132,604,123.00666666666666,0.0049586776859504135,0.6099504132231405,1812,Low Value
14173,2011-11-29 11:54:00,10,6,586.0,5,4,2,542,10,97.66666666666667,0.5454545454545454,53.27272727272727,60,Low Value
14174,2011-11-06 13:17:00,32,1,134.46,4,1,1,411,32,134.46,0.030303030303030304,4.074545454545455,32,Low Value
14175,2011-10-11 11:55:00,59,8,7678.88,3,4,5,345,59,959.86,0.13333333333333333,127.98133333333334,472,High Value
14176,2011-02-15 13:12:00,296,5,756.46,2,4,3,243,296,151.292,0.016835016835016835,2.547003367003367,1480,Low Value
14177,2011-09-14 15:11:00,85,13,2209.69,3,5,4,354,85,169.97615384615386,0.1511627906976744,25.69406976744186,1105,Low Value
14178,2011-12-01 12:01:00,8,7,1600.26,5,4,4,544,8,228.60857142857142,0.7777777777777778,177.80666666666667,56,Low Value
14179,2011-10-30 12:07:00,40,2,701.57,4,2,3,423,40,350.785,0.04878048780487805,17.111463414634148,80,Low Value
14180,2011-11-29 10:56:00,10,33,6117.5,5,5,5,555,10,185.37878787878788,3.0,556.1363636363636,330,High Value
14181,2010-10-25 08:27:00,410,2,308.35,1,2,2,122,410,154.175,0.004866180048661801,0.7502433090024332,820,Low Value
14182,2010-09-22 11:45:00,443,4,678.77,1,3,3,133,443,169.6925,0.009009009009009009,1.5287612612612613,1772,Low Value
14183,2010-10-24 14:45:00,410,2,278.34000000000003,1,2,1,121,410,139.17000000000002,0.004866180048661801,0.6772262773722628,820,Low Value
14184,2011-10-04 12:43:00,66,1,452.89,3,1,2,312,66,452.89,0.014925373134328358,6.75955223880597,66,Low Value
14185,2011-01-12 13:52:00,330,1,197.65,2,1,1,211,330,197.65,0.0030211480362537764,0.5971299093655589,330,Low Value
14186,2010-10-08 13:30:00,426,5,1550.63,1,4,4,144,426,310.12600000000003,0.0117096018735363,3.6314519906323186,2130,Low Value
14187,2010-08-23 12:06:00,473,1,123.5,1,1,1,111,473,123.5,0.002109704641350211,0.26054852320675104,473,Low Value
14188,2011-11-09 12:45:00,30,6,2054.36,4,4,4,444,30,342.3933333333334,0.1935483870967742,66.26967741935485,180,Low Value
14189,2011-12-07 15:55:00,1,16,5503.15,5,5,5,555,1,343.946875,8.0,2751.575,16,High Value
14190,2010-02-11 14:27:00,665,1,79.9,1,1,1,111,665,79.9,0.0015015015015015015,0.11996996996996998,665,Low Value
14191,2011-12-08 09:23:00,1,15,4817.66,5,5,5,555,1,321.1773333333333,7.5,2408.83,15,Medium Value
14192,2010-11-16 17:44:00,387,1,293.74,2,1,2,212,387,293.74,0.002577319587628866,0.7570618556701031,387,Low Value
14193,2011-10-03 09:34:00,67,3,1210.19,3,3,3,333,67,403.3966666666667,0.04411764705882353,17.796911764705882,201,Low Value
14194,2011-12-05 10:38:00,4,36,18670.59,5,5,5,555,4,518.6275,7.2,3734.118,144,High Value
14195,2011-05-22 10:29:00,201,6,2615.6,2,4,4,244,201,435.93333333333334,0.0297029702970297,12.948514851485148,1206,Medium Value
14196,2011-08-25 10:25:00,106,1,335.52,3,1,2,312,106,335.52,0.009345794392523364,3.135700934579439,106,Low Value
14197,2010-10-25 10:01:00,410,1,390.05,1,1,2,112,410,390.05,0.0024330900243309003,0.9490267639902676,410,Low Value
14198,2011-11-21 16:35:00,17,9,1569.73,5,5,4,554,17,174.41444444444446,0.5,87.20722222222223,153,Low Value
14199,2011-05-05 13:44:00,217,4,1091.7,2,3,3,233,217,272.925,0.01834862385321101,5.007798165137615,868,Low Value
14200,2010-04-01 13:01:00,616,1,379.2,1,1,2,112,616,379.2,0.0016207455429497568,0.6145867098865478,616,Low Value
14201,2011-10-10 13:27:00,59,10,1193.54,3,5,3,353,59,119.354,0.16666666666666666,19.892333333333333,590,Low Value
14202,2010-11-23 17:13:00,380,3,847.76,2,3,3,233,380,282.58666666666664,0.007874015748031496,2.2250918635170605,1140,Low Value
14203,2010-11-07 13:35:00,396,1,339.34,2,1,2,212,396,339.34,0.0025188916876574307,0.8547607052896725,396,Low Value
14204,2011-12-07 13:38:00,1,4,1024.83,5,3,3,533,1,256.2075,2.0,512.415,4,Low Value
14205,2011-11-23 10:55:00,16,9,2414.2,5,5,4,554,16,268.2444444444444,0.5294117647058824,142.01176470588234,144,Medium Value
14206,2011-04-14 16:38:00,238,3,1185.01,2,3,3,233,238,395.00333333333333,0.012552301255230125,4.958200836820084,714,Low Value
14207,2010-01-21 09:33:00,687,1,157.8,1,1,1,111,687,157.8,0.0014534883720930232,0.22936046511627908,687,Low Value
14208,2011-09-06 12:48:00,94,2,567.05,3,2,2,322,94,283.525,0.021052631578947368,5.968947368421052,188,Low Value
14209,2011-11-29 10:18:00,10,15,4993.27,5,5,5,555,10,332.8846666666667,1.3636363636363635,453.9336363636364,150,Medium Value
14210,2011-08-26 12:36:00,105,16,5556.570000000001,3,5,5,355,105,347.28562500000004,0.1509433962264151,52.42047169811321,1680,High Value
14211,2011-10-17 13:23:00,52,18,4402.29,4,5,5,455,52,244.57166666666666,0.33962264150943394,83.06207547169811,936,Medium Value
14212,2011-09-11 12:45:00,89,2,2190.14,3,2,4,324,89,1095.07,0.022222222222222223,24.334888888888887,178,Low Value
14213,2010-10-31 10:37:00,404,1,1192.2,2,1,3,213,404,1192.2,0.0024691358024691358,2.943703703703704,404,Low Value
14214,2011-11-09 10:31:00,30,5,1004.38,4,4,3,443,30,200.876,0.16129032258064516,32.39935483870968,150,Low Value
14215,2011-11-28 12:19:00,11,9,3250.33,5,5,5,555,11,361.1477777777778,0.75,270.86083333333335,99,Medium Value
14216,2011-12-06 14:56:00,2,5,2150.04,5,4,4,544,2,430.008,1.6666666666666667,716.68,10,Low Value
14217,2011-12-08 11:53:00,1,23,3298.59,5,5,5,555,1,143.41695652173914,11.5,1649.295,23,Medium Value
14218,2011-10-28 10:00:00,42,1,169.48000000000002,4,1,1,411,42,169.48000000000002,0.023255813953488372,3.9413953488372098,42,Low Value
14219,2011-12-05 16:23:00,3,3,633.83,5,3,3,533,3,211.27666666666667,0.75,158.4575,9,Low Value
14220,2011-04-06 13:23:00,246,4,1515.0,2,3,4,234,246,378.75,0.016194331983805668,6.133603238866397,984,Low Value
14221,2011-10-28 13:42:00,41,17,6517.49,4,5,5,455,41,383.38176470588235,0.40476190476190477,155.17833333333334,697,High Value
14222,2011-06-15 16:42:00,176,1,683.17,3,1,3,313,176,683.17,0.005649717514124294,3.8597175141242936,176,Low Value
14223,2011-09-08 13:38:00,91,3,991.13,3,3,3,333,91,330.37666666666667,0.03260869565217391,10.773152173913044,273,Low Value
14224,2011-08-21 13:24:00,109,9,1841.71,3,5,4,354,109,204.63444444444445,0.08181818181818182,16.742818181818183,981,Low Value
14225,2010-10-01 10:32:00,434,4,2031.07,1,3,4,134,434,507.7675,0.009195402298850575,4.669126436781609,1736,Low Value
14226,2011-11-11 11:34:00,28,6,2985.13,4,4,5,445,28,497.5216666666667,0.20689655172413793,102.93551724137932,168,Medium Value
14227,2011-11-13 15:48:00,25,15,6368.71,4,5,5,455,25,424.5806666666667,0.5769230769230769,244.95038461538462,375,High Value
14228,2010-09-28 09:45:00,437,3,745.5,1,3,3,133,437,248.5,0.00684931506849315,1.702054794520548,1311,Low Value
14229,2011-10-19 10:04:00,51,7,2594.04,4,4,4,444,51,370.57714285714286,0.1346153846153846,49.885384615384616,357,Medium Value
14230,2010-09-30 09:07:00,435,3,979.8000000000001,1,3,3,133,435,326.6,0.006880733944954129,2.2472477064220184,1305,Low Value
14231,2011-06-09 11:05:00,183,4,1235.6200000000001,3,3,4,334,183,308.90500000000003,0.021739130434782608,6.715326086956522,732,Low Value
14232,2011-10-28 11:09:00,42,5,2048.07,4,4,4,444,42,409.61400000000003,0.11627906976744186,47.629534883720936,210,Low Value
14233,2011-10-21 15:54:00,48,7,2904.27,4,4,4,444,48,414.8957142857143,0.14285714285714285,59.270816326530614,336,Medium Value
14234,2011-11-17 17:53:00,21,4,754.12,4,3,3,433,21,188.53,0.18181818181818182,34.27818181818182,84,Low Value
14235,2011-09-25 14:37:00,74,9,4717.99,3,5,5,355,74,524.2211111111111,0.12,62.90653333333333,666,Medium Value
14236,2011-09-20 09:13:00,80,5,1555.34,3,4,4,344,80,311.068,0.06172839506172839,19.20172839506173,400,Low Value
14237,2010-12-01 13:20:00,372,2,471.14,2,2,2,222,372,235.57,0.005361930294906166,1.2631099195710456,744,Low Value
14238,2011-01-17 14:40:00,325,3,434.23,2,3,2,232,325,144.74333333333334,0.009202453987730062,1.3319938650306749,975,Low Value
14239,2011-10-27 14:40:00,42,21,4263.17,4,5,5,455,42,203.00809523809525,0.4883720930232558,99.14348837209303,882,Medium Value
14240,2011-11-09 13:45:00,29,3,1247.49,4,3,4,434,29,415.83,0.1,41.583,87,Low Value
14241,2011-06-09 11:46:00,183,2,333.70000000000005,3,2,2,322,183,166.85000000000002,0.010869565217391304,1.8135869565217393,366,Low Value
14242,2011-04-19 11:46:00,234,2,280.55,2,2,1,221,234,140.275,0.00851063829787234,1.1938297872340426,468,Low Value
14243,2011-12-01 11:12:00,8,17,7217.75,5,5,5,555,8,424.5735294117647,1.8888888888888888,801.9722222222222,136,High Value
14244,2010-02-17 11:40:00,660,1,366.41999999999996,1,1,2,112,660,366.41999999999996,0.0015128593040847202,0.5543419062027231,660,Low Value
14245,2011-05-04 08:40:00,219,2,1693.45,2,2,4,224,219,846.725,0.00909090909090909,7.6975,438,Low Value
14246,2011-08-21 11:50:00,110,3,1474.06,3,3,4,334,110,491.3533333333333,0.02702702702702703,13.279819819819819,330,Low Value
14247,2011-03-06 15:21:00,277,5,753.56,2,4,3,243,277,150.712,0.017985611510791366,2.710647482014388,1385,Low Value
14248,2011-01-25 14:45:00,317,3,1032.95,2,3,3,233,317,344.31666666666666,0.009433962264150943,3.2482704402515723,951,Low Value
14249,2010-10-25 12:34:00,410,12,5400.461,1,5,5,155,410,450.0384166666667,0.029197080291970802,13.13980778588808,4920,Medium Value
14250,2011-12-02 14:30:00,6,3,1904.05,5,3,4,534,6,634.6833333333333,0.42857142857142855,272.00714285714287,18,Low Value
14251,2011-12-08 08:32:00,1,5,2879.7000000000003,5,4,4,544,1,575.94,2.5,1439.8500000000001,5,Medium Value
14252,2010-11-23 13:36:00,380,1,350.99,2,1,2,212,380,350.99,0.0026246719160104987,0.921233595800525,380,Low Value
14253,2010-08-03 14:55:00,492,2,363.40000000000003,1,2,2,122,492,181.70000000000002,0.004056795131845842,0.7371196754563896,984,Low Value
14254,2010-10-03 11:52:00,432,1,601.03,1,1,2,112,432,601.03,0.0023094688221709007,1.3880600461893764,432,Low Value
14255,2010-06-11 15:54:00,545,1,1000.63,1,1,3,113,545,1000.63,0.0018315018315018315,1.8326556776556777,545,Low Value
14256,2011-03-24 13:17:00,259,5,2460.79,2,4,4,244,259,492.158,0.019230769230769232,9.464576923076923,1295,Medium Value
14257,2011-10-06 16:54:00,63,9,5954.45,3,5,5,355,63,661.6055555555555,0.140625,93.03828125,567,High Value
14258,2011-11-30 15:27:00,8,25,32051.34,5,5,5,555,8,1282.0536,2.7777777777777777,3561.26,200,High Value
14259,2011-07-21 10:44:00,141,1,120.0,3,1,1,311,141,120.0,0.007042253521126761,0.8450704225352113,141,Low Value
14260,2010-08-25 14:55:00,470,3,824.28,1,3,3,133,470,274.76,0.006369426751592357,1.7500636942675158,1410,Low Value
14261,2011-10-20 10:04:00,50,2,1163.45,4,2,3,423,50,581.725,0.0392156862745098,22.812745098039215,100,Low Value
14262,2011-12-01 14:17:00,7,8,2618.23,5,4,4,544,7,327.27875,1.0,327.27875,56,Medium Value
14263,2010-10-12 14:09:00,422,1,322.93,1,1,2,112,422,322.93,0.002364066193853428,0.7634278959810875,422,Low Value
14264,2011-07-08 10:20:00,154,6,1517.3600000000001,3,4,4,344,154,252.89333333333335,0.03870967741935484,9.78941935483871,924,Low Value
14265,2011-08-22 13:32:00,108,4,1373.35,3,3,4,334,108,343.3375,0.03669724770642202,12.599541284403669,432,Low Value
14266,2010-10-07 13:32:00,427,1,40.56,1,1,1,111,427,40.56,0.002336448598130841,0.09476635514018693,427,Low Value
14267,2011-06-30 10:09:00,162,3,1516.24,3,3,4,334,162,505.41333333333336,0.018404907975460124,9.302085889570552,486,Low Value
14268,2010-08-26 10:45:00,470,1,354.85,1,1,2,112,470,354.85,0.0021231422505307855,0.7533970276008493,470,Low Value
14269,2010-09-26 12:53:00,438,1,295.73,1,1,2,112,438,295.73,0.002277904328018223,0.6736446469248292,438,Low Value
14270,2011-01-12 09:33:00,331,1,492.65000000000003,2,1,2,212,331,492.65000000000003,0.0030120481927710845,1.4838855421686747,331,Low Value
14271,2011-04-28 12:47:00,225,2,214.18,2,2,1,221,225,107.09,0.008849557522123894,0.9476991150442479,450,Low Value
14272,2011-09-27 10:08:00,73,4,920.81,3,3,3,333,73,230.2025,0.05405405405405406,12.443378378378378,292,Low Value
14273,2011-10-19 13:20:00,50,4,559.97,4,3,2,432,50,139.9925,0.0784313725490196,10.979803921568628,200,Low Value
14274,2010-01-22 12:51:00,685,1,256.6,1,1,1,111,685,256.6,0.0014577259475218659,0.3740524781341108,685,Low Value
14275,2010-11-09 09:06:00,395,6,1189.3799999999999,2,4,3,243,395,198.23,0.015151515151515152,3.003484848484848,2370,Low Value
14276,2011-09-02 09:45:00,98,7,2102.68,3,4,4,344,98,300.3828571428571,0.0707070707070707,21.239191919191917,686,Low Value
14277,2011-11-24 15:01:00,14,9,17197.61,5,5,5,555,14,1910.8455555555556,0.6,1146.5073333333335,126,High Value
14278,2010-10-26 12:07:00,409,1,205.83,2,1,1,211,409,205.83,0.0024390243902439024,0.5020243902439024,409,Low Value
14279,2010-07-07 08:42:00,520,2,191.86,1,2,1,121,520,95.93,0.003838771593090211,0.368253358925144,1040,Low Value
14280,2011-05-27 10:37:00,196,1,134.04,2,1,1,211,196,134.04,0.005076142131979695,0.6804060913705583,196,Low Value
14281,2010-10-27 14:45:00,407,1,245.15,2,1,1,211,407,245.15,0.0024509803921568627,0.6008578431372549,407,Low Value
14282,2011-12-06 17:04:00,2,25,7250.76,5,5,5,555,2,290.0304,8.333333333333334,2416.92,50,High Value
14283,2010-09-02 14:46:00,462,4,628.4399999999999,1,3,3,133,462,157.10999999999999,0.008639308855291577,1.3573218142548595,1848,Low Value
14284,2011-11-09 08:11:00,30,3,1299.65,4,3,4,434,30,433.2166666666667,0.0967741935483871,41.9241935483871,90,Low Value
14285,2011-11-18 14:50:00,20,8,3284.42,4,4,5,445,20,410.5525,0.38095238095238093,156.4009523809524,160,Medium Value
14286,2011-11-16 10:34:00,23,7,8479.76,4,4,5,445,23,1211.3942857142858,0.2916666666666667,353.3233333333333,161,High Value
14287,2011-12-01 13:25:00,7,3,176.63,5,3,1,531,7,58.876666666666665,0.375,22.07875,21,Low Value
14288,2011-05-10 13:22:00,212,1,426.6,2,1,2,212,212,426.6,0.004694835680751174,2.0028169014084507,212,Low Value
14289,2011-12-01 11:44:00,8,6,911.26,5,4,3,543,8,151.87666666666667,0.6666666666666666,101.25111111111111,48,Low Value
14290,2011-11-28 14:02:00,10,8,4516.56,5,4,5,545,10,564.57,0.7272727272727273,410.59636363636366,80,Medium Value
14291,2011-12-08 10:26:00,1,23,7904.1,5,5,5,555,1,343.6565217391304,11.5,3952.05,23,High Value
14292,2011-12-02 11:50:00,7,16,9226.25,5,5,5,555,7,576.640625,2.0,1153.28125,112,High Value
14293,2011-12-06 15:17:00,2,9,2903.01,5,5,4,554,2,322.5566666666667,3.0,967.6700000000001,18,Medium Value
14294,2010-10-28 16:25:00,406,1,375.34,2,1,2,212,406,375.34,0.002457002457002457,0.9222113022113021,406,Low Value
14295,2011-10-30 15:50:00,39,5,2362.91,4,4,4,444,39,472.582,0.125,59.07275,195,Medium Value
14296,2010-10-14 14:14:00,420,2,456.40000000000003,1,2,2,122,420,228.20000000000002,0.004750593824228029,1.0840855106888363,840,Low Value
14297,2011-11-22 09:06:00,17,4,1305.33,5,3,4,534,17,326.3325,0.2222222222222222,72.51833333333333,68,Low Value
14298,2011-12-01 13:12:00,7,82,91194.49,5,5,5,555,7,1112.1279268292683,10.25,11399.31125,574,High Value
14299,2011-12-01 16:05:00,7,27,14070.25,5,5,5,555,7,521.1203703703703,3.375,1758.78125,189,High Value
14300,2011-11-21 08:57:00,18,1,43.2,5,1,1,511,18,43.2,0.05263157894736842,2.2736842105263158,18,Low Value
14301,2011-08-14 15:33:00,116,4,1992.18,3,3,4,334,116,498.045,0.03418803418803419,17.027179487179488,464,Low Value
14302,2010-10-05 08:10:00,430,3,742.9000000000001,1,3,3,133,430,247.63333333333335,0.0069605568445475635,1.723665893271462,1290,Low Value
14303,2010-10-28 15:37:00,406,2,277.94,2,2,1,221,406,138.97,0.004914004914004914,0.682899262899263,812,Low Value
14304,2011-05-01 11:50:00,222,3,1725.01,2,3,4,234,222,575.0033333333333,0.013452914798206279,7.735470852017937,666,Low Value
14305,2011-09-29 15:29:00,70,3,1858.96,3,3,4,334,70,619.6533333333333,0.04225352112676056,26.182535211267606,210,Low Value
14306,2011-10-19 13:23:00,50,6,3151.4,4,4,5,445,50,525.2333333333333,0.11764705882352941,61.7921568627451,300,Medium Value
14307,2011-09-12 09:38:00,88,10,4287.92,3,5,5,355,88,428.79200000000003,0.11235955056179775,48.17887640449438,880,Medium Value
14308,2010-06-08 16:48:00,548,2,1147.02,1,2,3,123,548,573.51,0.0036429872495446266,2.089289617486339,1096,Low Value
14309,2011-12-01 13:33:00,7,11,3780.81,5,5,5,555,7,343.71,1.375,472.60125,77,Medium Value
14310,2010-10-03 12:34:00,432,1,492.1,1,1,2,112,432,492.1,0.0023094688221709007,1.1364896073903004,432,Low Value
14311,2011-04-11 10:14:00,242,2,516.45,2,2,2,222,242,258.225,0.00823045267489712,2.125308641975309,484,Low Value
14312,2011-10-24 09:46:00,46,11,3090.29,4,5,5,455,46,280.93545454545455,0.23404255319148937,65.75085106382978,506,Medium Value
14314,2011-08-25 10:39:00,106,2,229.8,3,2,1,321,106,114.9,0.018691588785046728,2.147663551401869,212,Low Value
14315,2011-10-26 12:06:00,44,8,3197.82,4,4,5,445,44,399.7275,0.17777777777777778,71.06266666666667,352,Medium Value
14316,2010-10-13 16:31:00,421,5,1370.34,1,4,4,144,421,274.068,0.011848341232227487,3.247251184834123,2105,Low Value
14317,2011-10-06 10:44:00,64,1,508.58000000000004,3,1,2,312,64,508.58000000000004,0.015384615384615385,7.824307692307693,64,Low Value
14318,2010-09-05 15:32:00,459,1,158.02,1,1,1,111,459,158.02,0.002173913043478261,0.3435217391304348,459,Low Value
14319,2010-10-11 13:38:00,423,1,494.85,1,1,2,112,423,494.85,0.0023584905660377358,1.1670990566037736,423,Low Value
14320,2011-05-17 09:24:00,206,5,1346.75,2,4,4,244,206,269.35,0.024154589371980676,6.506038647342995,1030,Low Value
14321,2011-11-29 09:47:00,10,7,2218.06,5,4,4,544,10,316.86571428571426,0.6363636363636364,201.64181818181817,70,Low Value
14322,2010-10-06 15:17:00,428,4,474.1,1,3,2,132,428,118.525,0.009324009324009324,1.1051282051282052,1712,Low Value
14323,2011-08-17 11:37:00,114,2,605.0600000000001,3,2,2,322,114,302.53000000000003,0.017391304347826087,5.261391304347827,228,Low Value
14324,2010-10-26 11:44:00,409,2,701.61,2,2,3,223,409,350.805,0.004878048780487805,1.7112439024390245,818,Low Value
14325,2010-05-19 09:20:00,569,1,245.48000000000002,1,1,1,111,569,245.48000000000002,0.0017543859649122807,0.4306666666666667,569,Low Value
14326,2011-04-11 15:04:00,241,3,940.98,2,3,3,233,241,313.66,0.012396694214876033,3.8883471074380167,723,Low Value
14327,2011-06-29 13:58:00,162,6,1894.93,3,4,4,344,162,315.82166666666666,0.03680981595092025,11.625337423312883,972,Low Value
14328,2010-09-27 16:01:00,437,1,445.05,1,1,2,112,437,445.05,0.00228310502283105,1.016095890410959,437,Low Value
14329,2011-11-22 15:50:00,16,15,9887.62,5,5,5,555,16,659.1746666666667,0.8823529411764706,581.6247058823529,240,High Value
14330,2010-03-26 09:10:00,623,1,200.63,1,1,1,111,623,200.63,0.0016025641025641025,0.3215224358974359,623,Low Value
14331,2011-08-07 13:17:00,123,2,462.65999999999997,3,2,2,322,123,231.32999999999998,0.016129032258064516,3.7311290322580644,246,Low Value
14332,2011-11-17 11:54:00,22,5,1917.41,4,4,4,444,22,383.482,0.21739130434782608,83.36565217391305,110,Low Value
14333,2011-10-03 10:38:00,67,1,415.2,3,1,2,312,67,415.2,0.014705882352941176,6.105882352941176,67,Low Value
14334,2011-11-23 10:01:00,16,12,4318.48,5,5,5,555,16,359.8733333333333,0.7058823529411765,254.02823529411762,192,Medium Value
14335,2011-11-23 13:41:00,15,2,454.86,5,2,2,522,15,227.43,0.125,28.42875,30,Low Value
14336,2011-11-23 11:40:00,16,4,1614.91,5,3,4,534,16,403.7275,0.23529411764705882,94.99470588235295,64,Low Value
14338,2011-07-01 14:08:00,160,3,928.1,3,3,3,333,160,309.3666666666667,0.018633540372670808,5.764596273291926,480,Low Value
14339,2011-04-11 11:06:00,242,2,620.27,2,2,3,223,242,310.135,0.00823045267489712,2.552551440329218,484,Low Value
14340,2011-05-05 09:44:00,218,1,134.7,2,1,1,211,218,134.7,0.0045662100456621,0.6150684931506849,218,Low Value
14341,2011-10-25 15:48:00,44,18,4452.02,4,5,5,455,44,247.33444444444447,0.4,98.93377777777779,792,Medium Value
14342,2011-11-18 13:21:00,20,6,918.44,4,4,3,443,20,153.07333333333335,0.2857142857142857,43.735238095238095,120,Low Value
14343,2010-10-14 13:05:00,420,4,1079.66,1,3,3,133,420,269.915,0.009501187648456057,2.564513064133017,1680,Low Value
14344,2011-08-04 13:51:00,126,20,2993.05,3,5,5,355,126,149.6525,0.15748031496062992,23.567322834645672,2520,Medium Value
14345,2011-11-01 09:51:00,38,1,108.97999999999999,4,1,1,411,38,108.97999999999999,0.02564102564102564,2.7943589743589743,38,Low Value
14346,2011-08-11 09:47:00,120,5,2315.75,3,4,4,344,120,463.15,0.04132231404958678,19.138429752066116,600,Medium Value
14347,2009-12-03 10:49:00,736,1,82.6,1,1,1,111,736,82.6,0.0013568521031207597,0.11207598371777476,736,Low Value
14348,2011-03-24 16:23:00,259,1,409.57,2,1,2,212,259,409.57,0.0038461538461538464,1.5752692307692306,259,Low Value
14349,2011-11-29 15:39:00,9,1,133.5,5,1,1,511,9,133.5,0.1,13.35,9,Low Value
14350,2011-03-10 14:14:00,273,3,972.03,2,3,3,233,273,324.01,0.010948905109489052,3.5475547445255473,819,Low Value
14351,2011-06-28 11:56:00,164,1,51.0,3,1,1,311,164,51.0,0.006060606060606061,0.3090909090909091,164,Low Value
14352,2011-07-05 15:41:00,156,4,1078.96,3,3,3,333,156,269.74,0.025477707006369428,6.8723566878980895,624,Low Value
14353,2011-05-08 16:06:00,214,3,376.5,2,3,2,232,214,125.5,0.013953488372093023,1.7511627906976743,642,Low Value
14354,2011-12-04 11:32:00,5,2,163.62,5,2,1,521,5,81.81,0.3333333333333333,27.27,10,Low Value
14355,2010-12-09 12:16:00,365,3,840.0500000000001,2,3,3,233,365,280.0166666666667,0.00819672131147541,2.295218579234973,1095,Low Value
14356,2011-09-21 09:18:00,79,2,701.23,3,2,3,323,79,350.615,0.025,8.765375,158,Low Value
14357,2011-10-27 16:23:00,42,1,225.12,4,1,1,411,42,225.12,0.023255813953488372,5.235348837209302,42,Low Value
14358,2010-11-15 15:51:00,388,2,400.06,2,2,2,222,388,200.03,0.005141388174807198,1.0284318766066838,776,Low Value
14359,2011-11-20 13:17:00,18,3,912.18,5,3,3,533,18,304.06,0.15789473684210525,48.009473684210526,54,Low Value
14360,2011-11-08 09:12:00,31,4,2118.03,4,3,4,434,31,529.5075,0.125,66.1884375,124,Low Value
14361,2010-05-10 12:29:00,578,1,214.70999999999998,1,1,1,111,578,214.70999999999998,0.0017271157167530224,0.3708290155440414,578,Low Value
14362,2011-11-17 15:08:00,21,1,151.5,4,1,1,411,21,151.5,0.045454545454545456,6.886363636363637,21,Low Value
14363,2010-11-02 17:01:00,401,2,227.47000000000003,2,2,1,221,401,113.73500000000001,0.004975124378109453,0.5658457711442787,802,Low Value
14364,2011-08-23 11:01:00,108,8,3717.35,3,4,5,345,108,464.66875,0.07339449541284404,34.10412844036697,864,Medium Value
14365,2010-11-10 09:52:00,394,2,634.68,2,2,3,223,394,317.34,0.005063291139240506,1.6067848101265823,788,Low Value
14366,2010-07-02 17:23:00,524,1,136.0,1,1,1,111,524,136.0,0.0019047619047619048,0.259047619047619,524,Low Value
14367,2011-12-01 13:19:00,7,16,9227.82,5,5,5,555,7,576.73875,2.0,1153.4775,112,High Value
