Customer ID,InvoiceDate,Recency,Purchase_Frequency,Monetary_Value,R_Score,F_Score,M_Score,RFM_Score,Segment
13596,04-12-2011 12:01,6,2,664.11,5,2,3,523,Lost Customers
13597,04-11-2010 14:54,400,2,396.71,2,2,2,222,Lost Customers
13598,23-10-2011 14:28,47,5,761.96,4,4,3,443,At Risk
13599,08-12-2011 16:10,1,33,9811.04,5,5,5,555,At Risk
13600,31-01-2011 15:27,312,2,518.42,2,2,2,222,Lost Customers
13601,25-10-2011 17:31,45,4,1159.99,4,3,3,433,At Risk
13602,06-10-2011 11:47,65,4,1025.17,3,3,3,333,At Risk
13603,13-11-2011 15:57,26,1,164.34,4,1,1,411,Lost Customers
13604,19-02-2010 12:02,659,1,717.62,1,1,3,113,Others
13605,17-11-2010 17:16,387,2,522.67,2,2,2,222,Lost Customers
13606,10-11-2011 17:46,29,3,276.75,4,3,1,431,At Risk
13607,30-10-2011 16:17,40,2,1075.81,4,2,3,423,Lost Customers
13608,17-06-2010 12:28,541,1,232.05,1,1,1,111,Others
13609,25-04-2010 13:26,593,1,167.35,1,1,1,111,Others
13610,27-11-2011 15:38,12,14,2103.71,5,5,4,554,At Risk
13611,11-09-2011 14:51,89,10,3297.93,3,5,5,355,At Risk
13612,17-03-2010 12:14,633,1,818.29,1,1,3,113,Others
13613,13-09-2010 12:01,453,5,1039.85,1,4,3,143,Loyal Customers
13614,15-11-2011 14:47,24,6,2332.74,4,4,4,444,At Risk
13615,25-01-2011 08:21,319,8,6272.53,2,4,5,245,At Risk
13616,20-05-2010 12:59,568,2,283.85,1,2,1,121,Others
13617,30-10-2011 13:50,40,8,1278.75,4,4,4,444,At Risk
13618,19-06-2011 11:09,174,1,177.34,3,1,1,311,Lost Customers
13619,13-06-2010 11:39,545,2,224.94,1,2,1,121,Others
13620,29-06-2010 15:02,528,1,112.34,1,1,1,111,Others
13621,15-08-2011 08:26,117,1,213.85,3,1,1,311,Lost Customers
13622,12-01-2010 13:22,696,1,658.95,1,1,3,113,Others
13623,09-11-2011 12:00,31,10,2533.06,4,5,4,454,At Risk
13624,16-11-2010 13:43,388,1,462.08,2,1,2,212,Lost Customers
13625,22-04-2010 10:50,597,1,301.26,1,1,2,112,Others
13626,01-04-2011 10:05,253,2,707.04,2,2,3,223,Lost Customers
13627,11-10-2011 14:20,59,7,2245.9,4,4,4,444,At Risk
13628,01-02-2010 14:44,676,1,310.14,1,1,2,112,Others
13629,16-11-2011 13:21,23,19,13370.86,4,5,5,455,At Risk
13630,04-12-2011 15:16,5,7,2031.78,5,4,4,544,At Risk
13631,01-09-2011 09:57,100,11,3070.42,3,5,5,355,At Risk
13632,15-11-2011 10:51,25,8,3645.81,4,4,5,445,At Risk
13634,06-11-2011 13:40,33,16,5033.77,4,5,5,455,At Risk
13635,03-10-2011 10:55,68,4,2999.16,3,3,5,335,At Risk
13636,03-11-2011 10:30,37,5,949.12,4,4,3,443,At Risk
13637,18-10-2011 13:32,52,3,804.3,4,3,3,433,At Risk
13638,24-11-2011 10:38,16,1,122.64,5,1,1,511,Lost Customers
13639,26-09-2011 13:36,74,2,1346.27,3,2,4,324,Lost Customers
13640,07-04-2010 15:33,611,1,405,1,1,2,112,Others
13641,09-03-2010 07:37,641,5,1016.47,1,4,3,143,Loyal Customers
13642,08-05-2011 12:34,216,4,472.2,2,3,2,232,At Risk
13643,08-11-2011 15:37,31,10,2156.77,4,5,4,454,At Risk
13644,23-11-2011 14:07,16,4,2624.26,5,3,4,534,At Risk
13645,11-08-2011 16:11,120,1,252.1,3,1,1,311,Lost Customers
13646,05-11-2010 12:13,400,2,326.25,2,2,2,222,Lost Customers
13647,30-11-2011 12:00,10,8,3041.68,5,4,5,545,At Risk
13648,04-11-2010 14:46,400,8,1764.02,2,4,4,244,At Risk
13649,28-03-2011 11:51,257,6,1453.68,2,4,4,244,At Risk
13650,23-11-2011 12:22,17,10,3288,5,5,5,555,At Risk
13651,04-11-2011 14:59,35,3,226.85,4,3,1,431,At Risk
13652,25-10-2011 08:51,46,5,2262.05,4,4,4,444,At Risk
13653,09-08-2010 08:19,488,1,152.2,1,1,1,111,Others
13654,27-10-2011 16:24,43,11,6308,4,5,5,455,At Risk
13655,17-08-2011 14:25,114,6,2280.51,3,4,4,344,At Risk
13656,28-06-2011 10:31,165,4,1078.85,3,3,3,333,At Risk
13657,29-11-2011 12:32,11,2,382.14,5,2,2,522,Lost Customers
13658,30-11-2011 10:13,10,9,6025.5,5,5,5,555,At Risk
13659,18-05-2011 12:37,206,12,4884.68,2,5,5,255,At Risk
13660,04-11-2010 16:10,400,1,306.64,2,1,2,212,Lost Customers
13661,15-04-2010 14:58,603,1,325.24,1,1,2,112,Others
13662,15-09-2011 12:04,86,11,2233.61,3,5,4,354,At Risk
13663,13-06-2011 15:44,179,5,2047.51,3,4,4,344,At Risk
13665,18-11-2010 13:06,386,3,1711.66,2,3,4,234,At Risk
13666,10-10-2011 15:39,60,5,127.9,3,4,1,341,At Risk
13667,13-07-2011 15:42,149,1,299.05,3,1,2,312,Lost Customers
13668,07-12-2011 12:11,3,35,12948.48,5,5,5,555,At Risk
13669,20-10-2011 09:32,51,3,413.55,4,3,2,432,At Risk
13670,25-09-2011 15:25,75,1,349.7,3,1,2,312,Lost Customers
13671,10-11-2010 10:50,395,1,172.6,2,1,1,211,Lost Customers
13672,11-02-2011 13:53,301,3,419.92,2,3,2,232,At Risk
13673,21-11-2011 12:11,19,2,387.44,5,2,2,522,Lost Customers
13674,03-10-2010 10:41,433,1,240.68,1,1,1,111,Others
13675,11-07-2011 12:57,151,2,486.82,3,2,2,322,Lost Customers
13676,18-06-2010 17:30,539,2,243.9,1,2,1,121,Others
13677,31-10-2010 11:32,405,2,551.24,2,2,2,222,Lost Customers
13678,11-07-2011 10:14,152,1,232.6,3,1,1,311,Lost Customers
13679,03-08-2010 12:13,494,3,281.26,1,3,1,131,Others
13680,08-12-2011 13:47,1,12,11419.67,5,5,5,555,At Risk
13681,22-11-2011 11:13,18,4,827.83,5,3,3,533,At Risk
13682,05-06-2011 14:06,187,1,59.5,3,1,1,311,Lost Customers
13683,08-09-2010 10:00,458,1,258.6,1,1,1,111,Others
13684,27-02-2011 10:13,286,4,594.88,2,3,2,232,At Risk
13685,07-12-2011 11:41,3,7,3119.44,5,4,5,545,At Risk
13686,10-06-2011 09:10,183,3,409.04,3,3,2,332,At Risk
13687,27-09-2010 16:30,438,1,11880.84,1,1,5,115,Others
13688,14-03-2010 14:11,635,1,375.5,1,1,2,112,Others
13689,07-10-2011 13:21,63,2,1259.5,3,2,4,324,Lost Customers
13690,11-10-2011 15:03,59,1,172.25,4,1,1,411,Lost Customers
13691,08-11-2010 17:34,396,1,212.78,2,1,1,211,Lost Customers
13692,15-11-2011 11:17,25,5,3114.4,4,4,5,445,At Risk
13693,30-11-2010 18:21,374,9,2011.82,2,5,4,254,At Risk
13694,06-12-2011 09:32,4,143,195640.69,5,5,5,555,At Risk
13695,08-11-2011 14:26,31,16,2770.73,4,5,4,454,At Risk
13696,14-10-2010 09:44,422,3,2020.4,1,3,4,134,Loyal Customers
13697,01-11-2011 09:14,39,1,151.3,4,1,1,411,Lost Customers
13698,22-04-2010 11:52,597,2,451.73,1,2,2,122,Others
13699,07-07-2011 16:51,155,2,764.15,3,2,3,323,Lost Customers
13700,13-11-2011 13:00,26,13,2596.97,4,5,4,454,At Risk
13701,19-09-2010 12:39,447,1,161,1,1,1,111,Others
13702,20-09-2010 11:40,446,1,135.18,1,1,1,111,Others
13703,25-01-2011 13:10,318,2,425.56,2,2,2,222,Lost Customers
13704,04-12-2011 15:13,5,9,2308.06,5,5,4,554,At Risk
13705,02-12-2011 12:32,8,7,1717.19,5,4,4,544,At Risk
13706,10-02-2011 09:21,303,2,631.17,2,2,3,223,Lost Customers
13707,17-03-2011 18:03,267,5,3365.86,2,4,5,245,At Risk
13708,13-03-2011 13:46,271,1,285.33,2,1,1,211,Lost Customers
13709,06-12-2011 10:28,4,18,7571.35,5,5,5,555,At Risk
13710,08-11-2011 08:16,32,3,509.52,4,3,2,432,At Risk
13711,05-05-2011 10:31,219,9,1792.26,2,5,4,254,At Risk
13712,07-04-2011 12:33,247,2,766.42,2,2,3,223,Lost Customers
13713,27-10-2010 16:18,408,3,740.76,2,3,3,233,At Risk
13714,31-08-2010 13:57,465,1,161.35,1,1,1,111,Others
13715,03-03-2011 19:21,281,17,8153.04,2,5,5,255,At Risk
13716,15-03-2011 13:49,269,1,138.28,2,1,1,211,Lost Customers
13717,07-11-2011 14:13,32,8,1763.3,4,4,4,444,At Risk
13718,07-04-2011 13:24,246,2,306.55,2,2,2,222,Lost Customers
13719,24-11-2011 15:26,15,11,2783.08,5,5,4,554,At Risk
13720,15-08-2011 12:46,117,4,799.9,3,3,3,333,At Risk
13721,03-11-2011 14:05,36,2,741.54,4,2,3,423,Lost Customers
13722,31-07-2011 12:44,132,10,5635.41,3,5,5,355,At Risk
13723,06-05-2011 17:04,217,6,1194.08,2,4,3,243,At Risk
13724,12-03-2010 15:28,637,1,213.01,1,1,1,111,Others
13725,21-10-2011 10:03,50,8,1980.56,4,4,4,444,At Risk
13726,01-11-2011 10:49,39,2,1079.66,4,2,3,423,Lost Customers
13727,11-11-2011 09:46,29,8,1074.15,4,4,3,443,At Risk
13728,03-11-2011 10:49,37,16,2855.17,4,5,4,454,At Risk
13729,30-09-2010 10:44,436,3,724.73,1,3,3,133,Loyal Customers
13730,27-07-2011 08:35,136,2,752.6,3,2,3,323,Lost Customers
13731,04-05-2011 14:33,219,2,610.59,2,2,3,223,Lost Customers
13732,11-11-2011 15:49,28,1,491.86,4,1,2,412,Lost Customers
13733,25-10-2010 12:18,411,2,487.03,1,2,2,122,Others
13734,19-07-2010 12:04,509,4,6695.69,1,3,5,135,Loyal Customers
13735,15-11-2011 11:14,25,13,9762.77,4,5,5,455,At Risk
13736,04-12-2011 15:19,5,7,2752.47,5,4,4,544,At Risk
13737,23-05-2011 16:32,200,1,339.6,2,1,2,212,Lost Customers
13738,08-11-2010 15:23,396,1,434.78,2,1,2,212,Lost Customers
13739,21-11-2011 13:35,18,2,292.2,5,2,2,522,Lost Customers
13740,13-04-2011 10:32,241,5,1582.77,2,4,4,244,At Risk
13741,29-09-2011 09:19,72,3,668.43,3,3,3,333,At Risk
13742,23-11-2011 11:07,17,12,3107.87,5,5,5,555,At Risk
13743,07-12-2011 10:09,3,7,1341.6,5,4,4,544,At Risk
13744,05-09-2011 15:19,95,2,1080.52,3,2,3,323,Lost Customers
13745,30-06-2011 16:43,162,2,777.36,3,2,3,323,Lost Customers
13746,22-10-2010 11:55,414,1,176.69,1,1,1,111,Others
13747,01-12-2010 10:37,374,2,169.8,2,2,1,221,Lost Customers
13748,05-09-2011 09:45,96,9,2064.35,3,5,4,354,At Risk
13750,17-10-2011 12:16,54,11,3602.18,4,5,5,455,At Risk
13751,24-02-2011 15:56,288,1,296.25,2,1,2,212,Lost Customers
13752,07-08-2011 14:16,124,7,1579.83,3,4,4,344,At Risk
13753,25-02-2011 12:48,288,4,2094.57,2,3,4,234,At Risk
13754,11-07-2011 11:51,152,3,447.05,3,3,2,332,At Risk
13755,06-12-2011 12:26,4,9,2108.06,5,5,4,554,At Risk
13756,07-12-2011 16:44,2,23,8655.95,5,5,5,555,At Risk
13757,03-02-2010 12:37,675,1,195.55,1,1,1,111,Others
13758,28-11-2011 11:11,12,15,8698.13,5,5,5,555,At Risk
13759,06-11-2011 14:47,33,2,659.41,4,2,3,423,Lost Customers
13760,16-10-2011 16:13,54,5,1363.64,4,4,4,444,At Risk
13761,20-10-2011 14:01,50,6,1952.17,4,4,4,444,At Risk
13762,05-05-2011 09:15,219,5,2472.48,2,4,4,244,At Risk
13763,07-10-2011 15:13,63,3,5217.44,3,3,5,335,At Risk
13764,30-09-2011 12:03,71,6,2919.62,3,4,5,345,At Risk
13765,24-02-2010 13:46,653,1,352.821,1,1,2,112,Others
13766,01-08-2010 14:25,495,1,190.35,1,1,1,111,Others
13767,07-12-2011 15:00,2,73,33903.57,5,5,5,555,At Risk
13768,13-12-2009 10:41,727,2,875.97,1,2,3,123,Others
13769,07-12-2011 15:08,2,20,5478.12,5,5,5,555,At Risk
13770,13-10-2010 15:10,422,4,785.37,1,3,3,133,Loyal Customers
13771,06-10-2011 14:18,64,9,5728.82,3,5,5,355,At Risk
13772,06-11-2011 11:43,34,8,3100.02,4,4,5,445,At Risk
13773,08-11-2010 11:49,397,2,301.54,2,2,2,222,Lost Customers
13774,19-09-2011 12:06,82,1,345,3,1,2,312,Lost Customers
13775,28-04-2010 12:15,591,1,1049.66,1,1,3,113,Others
13776,07-10-2010 16:11,428,2,623.98,1,2,3,123,Others
13777,09-12-2011 12:25,1,61,49638.26,5,5,5,555,At Risk
13778,28-08-2011 15:25,103,4,1124.49,3,3,3,333,At Risk
13779,12-07-2010 11:24,516,1,161.13,1,1,1,111,Others
13780,02-12-2011 13:49,7,3,732.07,5,3,3,533,At Risk
13781,03-04-2011 12:08,251,3,778.83,2,3,3,233,At Risk
13782,27-11-2011 11:54,13,13,1786.08,5,5,4,554,At Risk
13783,09-08-2010 09:23,488,4,1542.09,1,3,4,134,Loyal Customers
13784,30-11-2011 09:33,10,14,2910.23,5,5,5,555,At Risk
13785,07-10-2010 09:25,429,4,542.49,1,3,2,132,Others
13786,07-12-2010 13:53,367,6,3127.99,2,4,5,245,At Risk
13787,25-09-2011 12:06,76,6,1222.5,3,4,4,344,At Risk
13788,22-07-2010 15:50,505,1,3.75,1,1,1,111,Others
13789,16-11-2010 15:31,388,1,239.46,2,1,1,211,Lost Customers
13790,05-12-2011 15:48,4,1,348.8,5,1,2,512,Lost Customers
13791,04-08-2011 11:44,128,2,1516,3,2,4,324,Lost Customers
13792,04-10-2011 14:31,66,3,383.95,3,3,2,332,At Risk
13793,03-03-2010 08:25,647,1,96,1,1,1,111,Others
13794,11-06-2010 12:30,547,1,126.03,1,1,1,111,Others
13795,16-11-2010 17:25,388,4,836.3,2,3,3,233,At Risk
13796,28-07-2010 14:45,499,1,289.7,1,1,2,112,Others
13797,29-09-2010 10:34,437,3,1179.45,1,3,3,133,Loyal Customers
13798,08-12-2011 15:51,1,110,75428.87,5,5,5,555,At Risk
13799,15-08-2011 12:07,117,9,2803.57,3,5,4,354,At Risk
13800,03-02-2011 12:27,310,3,1679.56,2,3,4,234,At Risk
13801,04-10-2011 10:15,67,1,324.8,3,1,2,312,Lost Customers
13802,24-07-2011 10:54,139,19,26259.11,3,5,5,355,At Risk
13803,29-03-2011 12:57,255,3,1338.91,2,3,4,234,At Risk
13804,09-11-2011 12:32,31,9,3161.12,4,5,5,455,At Risk
13805,18-10-2011 14:50,52,2,924.6,4,2,3,423,Lost Customers
13806,07-10-2011 11:43,64,1,256.38,3,1,1,311,Lost Customers
13807,07-12-2010 15:48,367,3,422.2,2,3,2,232,At Risk
13808,04-12-2011 12:18,6,5,1747.66,5,4,4,544,At Risk
13809,07-02-2011 13:15,305,3,679.7,2,3,3,233,At Risk
13810,11-11-2011 08:33,29,3,1499.01,4,3,4,434,At Risk
13811,09-06-2011 09:54,184,3,814.5,3,3,3,333,At Risk
13812,28-10-2011 14:27,42,3,539,4,3,2,432,At Risk
13813,31-10-2011 10:38,40,8,2765.47,4,4,4,444,At Risk
13814,08-09-2011 13:48,92,3,2257.32,3,3,4,334,At Risk
13815,17-11-2011 14:19,22,8,7475.74,4,4,5,445,At Risk
13816,16-11-2011 08:38,24,2,571.67,4,2,2,422,Lost Customers
13817,10-11-2011 17:49,29,2,382.98,4,2,2,422,Lost Customers
13818,06-10-2010 12:35,430,1,61.28,1,1,1,111,Others
13819,11-02-2011 10:38,302,6,2642.35,2,4,4,244,At Risk
13820,17-10-2010 13:46,418,3,652.75,1,3,3,133,Loyal Customers
13821,18-07-2011 09:49,145,6,1379.08,3,4,4,344,At Risk
13822,04-12-2011 12:13,6,2,632,5,2,3,523,Lost Customers
13823,21-11-2011 10:22,19,7,3403.45,5,4,5,545,At Risk
13824,07-11-2011 12:41,33,12,3314.76,4,5,5,455,At Risk
13825,28-03-2010 11:02,622,2,255.59,1,2,1,121,Others
13826,16-06-2011 13:48,176,1,189.5,3,1,1,311,Lost Customers
13827,13-10-2011 12:38,58,3,409.8,4,3,2,432,At Risk
13828,17-11-2011 16:02,22,1,209.49,4,1,1,411,Lost Customers
13829,14-10-2010 18:19,421,1,102,1,1,1,111,Others
13830,07-05-2010 12:24,582,1,156.85,1,1,1,111,Others
13831,23-11-2011 15:41,16,18,6585.54,5,5,5,555,At Risk
13832,20-11-2011 15:36,19,2,609.89,5,2,3,523,Lost Customers
13833,03-07-2011 13:27,159,2,700.41,3,2,3,323,Lost Customers
13834,12-05-2010 10:27,577,2,324.19,1,2,2,122,Others
13835,14-11-2011 15:37,25,7,1095.27,4,4,3,443,At Risk
13836,05-11-2010 13:31,399,2,620.37,2,2,3,223,Lost Customers
13837,12-05-2011 12:10,212,2,266.59,2,2,1,221,Lost Customers
13838,04-12-2011 11:00,6,10,1690.07,5,5,4,554,At Risk
13839,10-08-2010 13:52,486,1,139.95,1,1,1,111,Others
13840,19-10-2010 13:34,416,1,651.4,1,1,3,113,Others
13841,01-04-2011 12:10,253,1,85,2,1,1,211,Lost Customers
13842,12-10-2011 10:51,59,18,5319.34,4,5,5,455,At Risk
13843,23-11-2010 17:48,381,1,319.75,2,1,2,212,Lost Customers
13844,28-11-2011 13:21,11,1,361.62,5,1,2,512,Lost Customers
13845,06-10-2011 08:25,65,1,312.98,3,1,2,312,Lost Customers
13846,15-11-2011 12:07,25,4,1307.79,4,3,4,434,At Risk
13847,20-12-2009 10:41,720,1,310.72,1,1,2,112,Others
13848,08-09-2011 12:58,92,8,3015,3,4,5,345,At Risk
13849,19-10-2011 10:59,52,5,3469.3,4,4,5,445,At Risk
13850,02-08-2011 14:04,129,1,1595.48,3,1,4,314,Lost Customers
13851,05-09-2011 12:36,96,8,4606.46,3,4,5,345,At Risk
13852,08-04-2010 09:06,611,1,187.35,1,1,1,111,Others
13853,13-10-2011 14:18,57,1,1090.14,4,1,3,413,Lost Customers
13854,01-12-2011 09:06,9,39,11944.56,5,5,5,555,At Risk
13855,27-07-2010 09:53,501,4,1310.34,1,3,4,134,Loyal Customers
13856,24-06-2011 10:03,169,11,1142.03,3,5,3,353,At Risk
13857,11-11-2010 12:54,393,6,1001.01,2,4,3,243,At Risk
13858,13-10-2011 16:17,57,1,216.17,4,1,1,411,Lost Customers
13859,17-01-2011 16:14,326,2,515.86,2,2,2,222,Lost Customers
13860,08-12-2011 12:57,1,5,1245.9,5,4,4,544,At Risk
13861,06-10-2010 14:20,429,2,273.26,1,2,1,121,Others
13862,21-11-2011 16:24,18,9,2556.09,5,5,4,554,At Risk
13863,06-04-2011 10:20,248,4,1239.55,2,3,4,234,At Risk
13864,18-11-2010 12:50,387,1,662.4,2,1,3,213,Lost Customers
13865,12-10-2011 13:31,58,4,501.56,4,3,2,432,At Risk
13866,26-09-2011 14:54,74,1,145.67,3,1,1,311,Lost Customers
13867,08-11-2011 15:48,31,3,1005.09,4,3,3,433,At Risk
13868,02-12-2011 16:32,7,2,3192.54,5,2,5,525,Lost Customers
13869,08-08-2011 13:53,123,10,7996.87,3,5,5,355,At Risk
13870,07-12-2011 13:23,2,15,5712.08,5,5,5,555,At Risk
13871,17-11-2011 10:49,23,17,7885.85,4,5,5,455,At Risk
13872,30-06-2010 15:35,527,3,919.57,1,3,3,133,Loyal Customers
13873,12-08-2011 10:08,120,8,1038.92,3,4,3,343,At Risk
13874,16-12-2010 18:20,358,7,2049.15,2,4,4,244,At Risk
13875,17-10-2011 09:36,54,14,4814.37,4,5,5,455,At Risk
13876,07-10-2011 10:22,64,1,122.7,3,1,1,311,Lost Customers
13877,14-09-2011 15:49,86,3,449.68,3,3,2,332,At Risk
13878,16-10-2011 12:19,55,4,2416.9,4,3,4,434,At Risk
13879,04-03-2010 10:49,646,1,395.5,1,1,2,112,Others
13880,18-11-2011 13:44,21,17,4293.86,4,5,5,455,At Risk
13881,06-12-2011 12:50,4,43,45179.1,5,5,5,555,At Risk
13882,07-12-2011 11:16,3,5,1191.13,5,4,3,543,At Risk
13883,29-11-2011 10:45,11,15,6560.02,5,5,5,555,At Risk
13884,02-12-2011 16:30,7,10,1825.03,5,5,4,554,At Risk
13885,03-06-2011 15:07,189,2,506.8,3,2,2,322,Lost Customers
13886,29-09-2011 13:17,71,1,243.56,3,1,1,311,Lost Customers
13887,19-05-2011 17:22,204,1,349.55,2,1,2,212,Lost Customers
13888,12-08-2011 10:13,120,7,2001.59,3,4,4,344,At Risk
13889,08-09-2011 09:13,93,6,1991.23,3,4,4,344,At Risk
13890,08-12-2011 15:36,1,14,2927.38,5,5,5,555,At Risk
13891,26-11-2010 15:57,378,3,859.21,2,3,3,233,At Risk
13892,13-11-2011 11:50,27,6,1267.65,4,4,4,444,At Risk
13893,15-02-2011 11:30,298,1,821.1,2,1,3,213,Lost Customers
13894,16-11-2011 09:44,24,3,564.62,4,3,2,432,At Risk
13895,11-11-2011 16:57,28,6,4008.52,4,4,5,445,At Risk
13896,24-03-2010 08:55,626,1,388.55,1,1,2,112,Others
13897,20-10-2011 14:30,50,3,1160.72,4,3,3,433,At Risk
13898,18-01-2011 10:28,326,2,686.4,2,2,3,223,Lost Customers
13899,23-11-2011 13:40,16,2,388.52,5,2,2,522,Lost Customers
13900,09-06-2011 19:26,183,6,1610.59,3,4,4,344,At Risk
13901,28-09-2011 14:48,72,15,5676.34,3,5,5,355,At Risk
13902,17-03-2010 13:09,632,5,34095.26,1,4,5,145,Champions
13903,04-11-2010 17:44,400,1,165.45,2,1,1,211,Lost Customers
13904,02-11-2011 13:41,37,2,332.64,4,2,2,422,Lost Customers
13905,07-12-2009 11:41,733,1,312.65,1,1,2,112,Others
13906,26-10-2010 15:00,409,1,42,2,1,1,211,Lost Customers
13907,17-01-2010 12:22,692,1,136.8,1,1,1,111,Others
13908,21-09-2011 11:49,80,4,2369.55,3,3,4,334,At Risk
13909,12-10-2010 17:22,423,2,282.85,1,2,1,121,Others
13911,13-10-2011 15:43,57,20,4234.99,4,5,5,455,At Risk
13912,12-10-2010 08:43,424,1,124.95,1,1,1,111,Others
13913,21-07-2010 10:11,507,1,42.22,1,1,1,111,Others
13914,28-11-2011 10:35,12,2,626.45,5,2,3,523,Lost Customers
13915,10-11-2010 15:17,394,1,70.8,2,1,1,211,Lost Customers
13916,02-09-2010 10:04,464,4,1275.81,1,3,4,134,Loyal Customers
13917,21-10-2011 09:56,50,2,272.04,4,2,1,421,Lost Customers
13918,21-10-2011 12:25,50,2,1212.84,4,2,3,423,Lost Customers
13919,11-10-2011 14:24,59,4,1360.68,4,3,4,434,At Risk
13920,04-10-2010 12:37,432,4,1774.68,1,3,4,134,Loyal Customers
13921,02-11-2010 16:32,402,4,730.7,2,3,3,233,At Risk
13922,23-12-2010 10:38,352,3,865.2,2,3,3,233,At Risk
13923,17-10-2011 12:33,54,1,351.13,4,1,2,412,Lost Customers
13924,08-12-2011 09:39,2,6,1838.85,5,4,4,544,At Risk
13925,08-09-2011 12:47,93,4,678.25,3,3,3,333,At Risk
13926,16-11-2011 13:16,23,1,223.85,4,1,1,411,Lost Customers
13927,26-09-2011 12:00,75,2,708.26,3,2,3,323,Lost Customers
13928,29-11-2011 10:33,11,4,464.57,5,3,2,532,At Risk
13929,23-06-2011 15:26,169,11,3494.1,3,5,5,355,At Risk
13930,13-10-2011 09:45,58,2,337.34,4,2,2,422,Lost Customers
13931,05-09-2011 10:12,96,11,5257.38,3,5,5,355,At Risk
13932,18-02-2011 12:02,295,1,307.4,2,1,2,212,Lost Customers
13933,22-08-2011 14:03,109,2,608.79,3,2,2,322,Lost Customers
13934,21-03-2011 08:39,264,1,922.1,2,1,3,213,Lost Customers
13935,22-04-2010 11:21,597,3,6116.92,1,3,5,135,Loyal Customers
13936,13-06-2011 08:47,180,3,939.66,3,3,3,333,At Risk
13937,23-06-2011 16:35,169,2,880.13,3,2,3,323,Lost Customers
13938,04-11-2011 14:37,35,1,71.66,4,1,1,411,Lost Customers
13939,16-11-2011 13:33,23,7,1560.96,4,4,4,444,At Risk
13940,22-11-2011 15:15,17,4,839.14,5,3,3,533,At Risk
13941,18-11-2011 09:43,22,15,10027.18,4,5,5,455,At Risk
13942,23-06-2010 12:35,535,1,320,1,1,2,112,Others
13943,11-05-2010 11:30,578,1,246.54,1,1,1,111,Others
13944,24-02-2010 15:02,653,1,200.43,1,1,1,111,Others
13945,10-11-2010 10:00,395,2,854.15,2,2,3,223,Lost Customers
13946,21-09-2011 13:33,79,6,1876.23,3,4,4,344,At Risk
13947,05-10-2011 14:42,65,1,90.6,3,1,1,311,Lost Customers
13948,14-12-2010 10:18,361,4,548.76,2,3,2,232,At Risk
13949,07-12-2011 09:35,3,6,2427.32,5,4,4,544,At Risk
13950,28-11-2011 14:44,11,4,745.06,5,3,3,533,At Risk
13951,16-06-2011 16:43,176,3,674.45,3,3,3,333,At Risk
13952,06-05-2011 09:00,218,14,12823.521,2,5,5,255,At Risk
13953,02-12-2011 16:04,7,12,6640.68,5,5,5,555,At Risk
13954,08-12-2011 12:50,2,2,439.92,5,2,2,522,Lost Customers
13955,08-07-2011 17:19,154,3,544.07,3,3,2,332,At Risk
13956,04-12-2011 13:20,5,5,1019.27,5,4,3,543,At Risk
13957,18-10-2010 10:02,418,3,458.25,1,3,2,132,Others
13958,25-11-2010 10:11,380,8,4709.23,2,4,5,245,At Risk
13959,21-09-2011 15:06,79,6,1064.77,3,4,3,343,At Risk
13960,18-11-2011 15:27,21,2,230.22,4,2,1,421,Lost Customers
13961,12-11-2010 14:40,392,1,538.4,2,1,2,212,Lost Customers
13962,18-11-2011 08:47,22,3,362.8,4,3,2,432,At Risk
13963,04-02-2011 14:43,308,17,2860.57,2,5,4,254,At Risk
13964,17-11-2010 13:53,387,2,438.9,2,2,2,222,Lost Customers
13965,20-08-2010 10:40,477,3,996.61,1,3,3,133,Loyal Customers
13966,30-09-2010 13:08,435,1,384.26,1,1,2,112,Others
13967,17-07-2011 12:02,146,2,166.3,3,2,1,321,Lost Customers
13968,12-10-2010 13:22,423,1,123.66,1,1,1,111,Others
13969,02-12-2011 15:11,7,35,12973.46,5,5,5,555,At Risk
13970,18-11-2010 13:21,386,2,846.55,2,2,3,223,Lost Customers
13971,21-11-2011 12:06,19,14,4667.57,5,5,5,555,At Risk
13972,30-09-2011 11:54,71,2,190.25,3,2,1,321,Lost Customers
13973,25-02-2011 15:21,287,1,264.7,2,1,1,211,Lost Customers
13974,21-10-2011 14:41,49,2,677.72,4,2,3,423,Lost Customers
13975,08-11-2011 13:19,31,12,5256.4,4,5,5,455,At Risk
13976,17-05-2011 09:13,207,4,1192.36,2,3,3,233,At Risk
13977,24-10-2010 14:08,411,1,519.81,1,1,2,112,Others
13978,25-11-2011 11:36,15,2,196.79,5,2,1,521,Lost Customers
13979,27-09-2011 13:32,73,7,3379.93,3,4,5,345,At Risk
13980,10-10-2011 13:34,60,5,768.82,3,4,3,343,At Risk
13981,20-10-2010 10:03,416,1,331.14,1,1,2,112,Others
13982,31-10-2011 16:24,39,9,3954.29,4,5,5,455,At Risk
13983,10-11-2011 11:06,30,21,6753.89,4,5,5,455,At Risk
13984,13-11-2011 12:38,27,12,1893.8,4,5,4,454,At Risk
13985,05-12-2011 17:06,4,22,10020.86,5,5,5,555,At Risk
13986,22-11-2011 15:00,17,1,320.46,5,1,2,512,Lost Customers
13987,25-11-2010 10:20,380,2,682.54,2,2,3,223,Lost Customers
13988,20-11-2011 10:15,20,8,4757.8,4,4,5,445,At Risk
