Customer ID,Total_Revenue,Purchase_Frequency,CLV_Segment
13290,208.63,1,Low Value
13291,3270.79,11,Medium Value
13292,994.51,5,Low Value
13293,1192.94,6,Low Value
13294,1689.53,3,Low Value
13295,1101.97,4,Low Value
13296,792.51,6,Low Value
13297,4368.62,7,Medium Value
13298,360.0,1,Low Value
13299,1218.7,3,Low Value
13300,1285.51,3,Low Value
13301,618.09,4,Low Value
13302,159.2,2,Low Value
13303,61.72,1,Low Value
13304,1217.99,4,Low Value
13305,3616.41,16,Medium Value
13306,53.65,1,Low Value
13307,273.34,3,Low Value
13308,1670.3700000000001,4,Low Value
13309,1706.3700000000001,6,Low Value
13310,1541.2,5,Low Value
13311,598.57,2,Low Value
13312,124.75,1,Low Value
13313,3445.32,12,Medium Value
13314,775.94,3,Low Value
13315,310.26,1,Low Value
13316,12940.82,10,High Value
13317,6486.091,19,High Value
13318,640.76,3,Low Value
13319,21323.22,58,High Value
13320,2211.6,6,Low Value
13321,567.36,2,Low Value
13322,199.48000000000002,1,Low Value
13323,787.85,5,Low Value
13324,10513.47,18,High Value
13325,675.3,1,Low Value
13326,281.76,1,Low Value
13327,9134.48,20,High Value
13328,1308.48,1,Low Value
13329,4808.77,8,Medium Value
13330,2796.1,6,Medium Value
13331,262.4,1,Low Value
13332,350.9,1,Low Value
13333,1015.74,3,Low Value
13334,6201.8,5,High Value
13336,795.12,1,Low Value
13337,1575.26,1,Low Value
13338,2445.62,4,Medium Value
13339,860.12,1,Low Value
13340,22100.56,12,High Value
13341,775.85,1,Low Value
13343,353.43,1,Low Value
13344,2511.69,3,Medium Value
13345,389.5,1,Low Value
13346,299.4,6,Low Value
13347,341.36,1,Low Value
13348,233.76,1,Low Value
13349,247.32,1,Low Value
13350,979.12,2,Low Value
13351,373.94,1,Low Value
13352,397.97999999999996,1,Low Value
13354,743.53,1,Low Value
13355,674.7,1,Low Value
13356,768.24,1,Low Value
13357,3805.5099999999998,5,Medium Value
13358,439.03,1,Low Value
13359,1043.31,2,Low Value
13360,1553.65,4,Low Value
13361,1450.5,2,Low Value
13362,5394.07,7,Medium Value
13363,1723.86,3,Low Value
13364,134.95999999999998,1,Low Value
13365,2225.37,2,Low Value
13366,56.160000000000004,1,Low Value
13367,510.20000000000005,1,Low Value
13368,1121.5,4,Low Value
13369,308.28000000000003,1,Low Value
13370,754.87,1,Low Value
13371,2297.66,2,Medium Value
13372,378.64,1,Low Value
13373,7587.1900000000005,6,High Value
13374,422.8,2,Low Value
13375,1792.23,2,Low Value
13376,1019.76,3,Low Value
13377,1552.88,2,Low Value
13379,572.56,3,Low Value
13380,62.4,1,Low Value
13381,8224.37,12,High Value
13382,1387.58,5,Low Value
13383,305.28000000000003,1,Low Value
13384,6680.83,11,High Value
13385,534.57,1,Low Value
13386,835.46,2,Low Value
13387,186.94,1,Low Value
13388,1185.65,3,Low Value
13389,797.96,3,Low Value
13390,544.08,1,Low Value
13391,59.8,1,Low Value
13392,91.14,1,Low Value
13393,1131.45,4,Low Value
13394,6621.7,19,High Value
13395,1180.23,3,Low Value
13396,1360.99,2,Low Value
13397,3191.87,10,Medium Value
13398,670.34,2,Low Value
13399,275.4,3,Low Value
13400,310.83,1,Low Value
13402,1226.8500000000001,4,Low Value
13403,229.5,3,Low Value
13404,252.49,2,Low Value
13405,1213.811,6,Low Value
13406,568.92,2,Low Value
13407,2244.7,3,Low Value
13408,50174.782,106,High Value
13410,2201.96,9,Low Value
13411,213.55,1,Low Value
13412,487.34999999999997,1,Low Value
13413,429.44,6,Low Value
13414,2494.14,6,Medium Value
13415,784.17,4,Low Value
13416,940.8000000000001,3,Low Value
13417,1669.49,6,Low Value
13418,11559.66,31,High Value
13419,221.06,1,Low Value
13420,159.85,2,Low Value
13421,4058.75,8,Medium Value
13422,2626.3,1,Medium Value
13423,217.03,1,Low Value
13424,572.77,1,Low Value
13425,3390.4300000000003,5,Medium Value
13426,8167.38,22,High Value
13427,1006.53,6,Low Value
13428,478.54,3,Low Value
13429,1006.8,4,Low Value
13430,679.45,2,Low Value
13431,3316.24,8,Medium Value
13432,439.1,2,Low Value
13433,658.3199999999999,4,Low Value
13434,1666.8600000000001,5,Low Value
13435,4447.33,9,Medium Value
13436,196.89,1,Low Value
13437,3408.06,7,Medium Value
13438,46.5,1,Low Value
13439,986.61,3,Low Value
13440,1295.25,7,Low Value
13441,720.9,2,Low Value
13442,419.87,3,Low Value
13443,1273.16,6,Low Value
13444,619.08,2,Low Value
13445,241.89999999999998,1,Low Value
13446,3881.89,11,Medium Value
13447,1129.14,3,Low Value
13448,8745.93,13,High Value
13449,291.88,1,Low Value
13450,4120.04,13,Medium Value
13451,7090.06,11,High Value
13452,729.8,3,Low Value
13453,781.6899999999999,3,Low Value
13454,219.87,1,Low Value
13455,2212.9900000000002,6,Low Value
13456,1766.72,6,Low Value
13457,148.22,2,Low Value
13458,11959.27,16,High Value
13459,1160.4099999999999,2,Low Value
13460,183.44,2,Low Value
13461,4160.0,6,Medium Value
13462,1153.85,5,Low Value
13464,3097.64,6,Medium Value
13465,931.12,2,Low Value
13466,1013.35,5,Low Value
13467,1071.91,2,Low Value
13468,12793.28,72,High Value
13469,82.4,1,Low Value
13470,165.0,2,Low Value
13471,2501.84,4,Medium Value
13472,592.24,2,Low Value
13473,2657.7599999999998,8,Medium Value
13474,646.59,3,Low Value
13475,1431.78,4,Low Value
13476,2061.4700000000003,5,Low Value
13477,2819.17,11,Medium Value
13478,2215.78,5,Low Value
13479,851.37,4,Low Value
13480,627.82,2,Low Value
13481,3830.84,11,Medium Value
13482,336.09,2,Low Value
13483,140.34,1,Low Value
13484,790.72,3,Low Value
13485,3019.2200000000003,11,Medium Value
13486,1122.41,3,Low Value
13487,846.87,5,Low Value
13488,14205.96,23,High Value
13489,449.52,4,Low Value
13490,154.25,1,Low Value
13491,4467.66,27,Medium Value
13492,1269.84,3,Low Value
13493,618.63,2,Low Value
13494,316.26000000000005,1,Low Value
13495,4863.31,10,Medium Value
13496,653.33,2,Low Value
13497,1166.83,6,Low Value
13498,327.38,1,Low Value
13499,1159.11,5,Low Value
13500,1466.3,4,Low Value
13501,2885.11,3,Medium Value
13502,780.5,5,Low Value
13503,1859.24,6,Low Value
13504,295.93,1,Low Value
13505,4393.63,4,Medium Value
13506,1338.08,5,Low Value
13507,2479.16,4,Medium Value
13508,287.05,2,Low Value
13509,1114.72,8,Low Value
13510,4558.29,11,Medium Value
13511,282.76,1,Low Value
13512,713.39,4,Low Value
13513,824.59,3,Low Value
13514,815.9000000000001,4,Low Value
13515,1265.82,6,Low Value
13516,1685.26,4,Low Value
13517,2128.42,3,Low Value
13518,627.16,1,Low Value
13519,343.21,2,Low Value
13520,6606.0,11,High Value
13521,1071.73,3,Low Value
13522,125.80000000000001,1,Low Value
13523,4534.57,6,Medium Value
13524,680.1800000000001,5,Low Value
13525,628.78,2,Low Value
13526,1182.0,2,Low Value
13527,4541.29,12,Medium Value
13529,307.76,2,Low Value
13530,402.97999999999996,1,Low Value
13531,1433.07,6,Low Value
13532,210.31,1,Low Value
13533,269.09,3,Low Value
13534,7720.9,35,High Value
13535,89.5,1,Low Value
13536,3444.39,7,Medium Value
13537,717.85,2,Low Value
13538,3103.13,12,Medium Value
13539,1569.3600000000001,7,Low Value
13540,632.39,3,Low Value
13541,785.25,2,Low Value
13542,3959.4900000000002,17,Medium Value
13543,1439.6100000000001,2,Low Value
13544,790.2,6,Low Value
13545,364.93,2,Low Value
13546,1086.24,5,Low Value
13547,167.08,1,Low Value
13548,901.44,3,Low Value
13549,1005.8,8,Low Value
13550,342.55,1,Low Value
13551,244.2,2,Low Value
13552,6948.92,22,High Value
13553,499.6,1,Low Value
13554,1629.35,7,Low Value
13555,8891.84,13,High Value
13556,200.82,2,Low Value
13557,3032.26,13,Medium Value
13558,594.52,4,Low Value
13559,990.0,2,Low Value
13560,171.42000000000002,1,Low Value
13561,1803.4,11,Low Value
13562,4838.18,8,Medium Value
13563,777.53,2,Low Value
13564,16498.97,37,High Value
13565,414.8,3,Low Value
13566,1688.6,5,Low Value
13567,1079.29,4,Low Value
13568,187.05,1,Low Value
13569,726.54,4,Low Value
13570,239.49,1,Low Value
13571,4537.26,26,Medium Value
13572,1384.25,1,Low Value
13573,904.52,6,Low Value
13574,404.45,1,Low Value
13575,732.0699999999999,5,Low Value
13576,11202.59,28,High Value
13577,3489.28,11,Medium Value
13578,147.66,1,Low Value
13579,1374.34,5,Low Value
13580,107.75,1,Low Value
13581,280.53000000000003,2,Low Value
13582,241.68,2,Low Value
13583,1445.031,2,Low Value
13584,385.7,3,Low Value
13585,684.54,3,Low Value
13586,127.28,1,Low Value
13587,1673.5,4,Low Value
13588,2478.95,9,Medium Value
13589,1120.74,6,Low Value
13590,6336.04,18,High Value
13591,2093.94,7,Low Value
13592,247.95999999999998,4,Low Value
13593,5493.29,14,High Value
13594,533.32,2,Low Value
13595,784.48,3,Low Value
13596,664.11,2,Low Value
13597,396.71,2,Low Value
13598,761.96,5,Low Value
13599,9811.04,33,High Value
13600,518.42,2,Low Value
13601,1159.99,4,Low Value
13602,1025.17,4,Low Value
13603,164.34,1,Low Value
13604,717.62,1,Low Value
13605,522.67,2,Low Value
13606,276.75,3,Low Value
13607,1075.81,2,Low Value
13608,232.05,1,Low Value
13609,167.35,1,Low Value
13610,2103.71,14,Low Value
13611,3297.9300000000003,10,Medium Value
13612,818.29,1,Low Value
13613,1039.8500000000001,5,Low Value
13614,2332.74,6,Medium Value
13615,6272.53,8,High Value
13616,283.85,2,Low Value
13617,1278.75,8,Low Value
13618,177.34,1,Low Value
13619,224.94,2,Low Value
13620,112.34,1,Low Value
13621,213.85,1,Low Value
13622,658.95,1,Low Value
13623,2533.06,10,Medium Value
13624,462.08,1,Low Value
13625,301.26,1,Low Value
13626,707.04,2,Low Value
13627,2245.9,7,Low Value
13628,310.14,1,Low Value
13629,13370.86,19,High Value
13630,2031.78,7,Low Value
13631,3070.42,11,Medium Value
13632,3645.81,8,Medium Value
13634,5033.77,16,Medium Value
13635,2999.16,4,Medium Value
13636,949.12,5,Low Value
13637,804.3,3,Low Value
13638,122.64,1,Low Value
13639,1346.27,2,Low Value
13640,405.0,1,Low Value
13641,1016.47,5,Low Value
13642,472.2,4,Low Value
13643,2156.77,10,Low Value
13644,2624.26,4,Medium Value
13645,252.1,1,Low Value
13646,326.25,2,Low Value
13647,3041.68,8,Medium Value
13648,1764.02,8,Low Value
13649,1453.68,6,Low Value
13650,3288.0,10,Medium Value
13651,226.85,3,Low Value
13652,2262.05,5,Medium Value
13653,152.2,1,Low Value
13654,6308.0,11,High Value
13655,2280.51,6,Medium Value
13656,1078.85,4,Low Value
13657,382.14,2,Low Value
13658,6025.5,9,High Value
13659,4884.68,12,Medium Value
13660,306.64,1,Low Value
13661,325.24,1,Low Value
13662,2233.61,11,Low Value
13663,2047.51,5,Low Value
13665,1711.6599999999999,3,Low Value
13666,127.89999999999999,5,Low Value
13667,299.05,1,Low Value
13668,12948.48,35,High Value
13669,413.55,3,Low Value
13670,349.7,1,Low Value
13671,172.6,1,Low Value
13672,419.92,3,Low Value
13673,387.44,2,Low Value
13674,240.68,1,Low Value
13675,486.82000000000005,2,Low Value
13676,243.9,2,Low Value
13677,551.24,2,Low Value
13678,232.6,1,Low Value
13679,281.26,3,Low Value
13680,11419.67,12,High Value
13681,827.83,4,Low Value
13682,59.5,1,Low Value
13683,258.6,1,Low Value
13684,594.88,4,Low Value
13685,3119.44,7,Medium Value
13686,409.04,3,Low Value
13687,11880.84,1,High Value
13688,375.5,1,Low Value
13689,1259.5,2,Low Value
13690,172.25,1,Low Value
13691,212.78,1,Low Value
13692,3114.4,5,Medium Value
13693,2011.82,9,Low Value
13694,195640.69,143,High Value
13695,2770.73,16,Medium Value
13696,2020.4,3,Low Value
13697,151.29999999999998,1,Low Value
13698,451.73,2,Low Value
13699,764.15,2,Low Value
13700,2596.9700000000003,13,Medium Value
13701,161.0,1,Low Value
13702,135.18,1,Low Value
13703,425.56,2,Low Value
13704,2308.06,9,Medium Value
13705,1717.19,7,Low Value
13706,631.17,2,Low Value
13707,3365.86,5,Medium Value
13708,285.33,1,Low Value
13709,7571.35,18,High Value
13710,509.52,3,Low Value
13711,1792.26,9,Low Value
13712,766.42,2,Low Value
13713,740.76,3,Low Value
13714,161.35,1,Low Value
13715,8153.04,17,High Value
13716,138.28,1,Low Value
13717,1763.3,8,Low Value
13718,306.55,2,Low Value
13719,2783.08,11,Medium Value
13720,799.9,4,Low Value
13721,741.54,2,Low Value
13722,5635.41,10,High Value
13723,1194.08,6,Low Value
13724,213.01,1,Low Value
13725,1980.56,8,Low Value
13726,1079.6599999999999,2,Low Value
13727,1074.15,8,Low Value
13728,2855.17,16,Medium Value
13729,724.73,3,Low Value
13730,752.6,2,Low Value
13731,610.59,2,Low Value
13732,491.86,1,Low Value
13733,487.03000000000003,2,Low Value
13734,6695.6900000000005,4,High Value
13735,9762.77,13,High Value
13736,2752.47,7,Medium Value
13737,339.59999999999997,1,Low Value
13738,434.78000000000003,1,Low Value
13739,292.2,2,Low Value
13740,1582.77,5,Low Value
13741,668.4300000000001,3,Low Value
13742,3107.87,12,Medium Value
13743,1341.6,7,Low Value
13744,1080.52,2,Low Value
13745,777.36,2,Low Value
13746,176.69,1,Low Value
13747,169.79999999999998,2,Low Value
13748,2064.35,9,Low Value
13750,3602.1800000000003,11,Medium Value
13751,296.25,1,Low Value
13752,1579.8300000000002,7,Low Value
13753,2094.57,4,Low Value
13754,447.05,3,Low Value
13755,2108.06,9,Low Value
13756,8655.95,23,High Value
13757,195.55,1,Low Value
13758,8698.13,15,High Value
13759,659.4100000000001,2,Low Value
13760,1363.6399999999999,5,Low Value
13761,1952.17,6,Low Value
13762,2472.48,5,Medium Value
13763,5217.4400000000005,3,Medium Value
13764,2919.62,6,Medium Value
13765,352.821,1,Low Value
13766,190.35,1,Low Value
13767,33903.57,73,High Value
13768,875.97,2,Low Value
13769,5478.12,20,High Value
13770,785.37,4,Low Value
13771,5728.82,9,High Value
13772,3100.02,8,Medium Value
13773,301.54,2,Low Value
13774,345.0,1,Low Value
13775,1049.66,1,Low Value
13776,623.98,2,Low Value
13777,49638.26,61,High Value
13778,1124.49,4,Low Value
13779,161.13,1,Low Value
13780,732.07,3,Low Value
13781,778.83,3,Low Value
13782,1786.08,13,Low Value
13783,1542.09,4,Low Value
13784,2910.23,14,Medium Value
13785,542.49,4,Low Value
13786,3127.99,6,Medium Value
13787,1222.5,6,Low Value
13788,3.75,1,Low Value
13789,239.45999999999998,1,Low Value
13790,348.8,1,Low Value
13791,1516.0,2,Low Value
13792,383.95,3,Low Value
13793,96.0,1,Low Value
13794,126.03,1,Low Value
13795,836.3,4,Low Value
13796,289.7,1,Low Value
13797,1179.45,3,Low Value
13798,75428.87,110,High Value
13799,2803.57,9,Medium Value
13800,1679.56,3,Low Value
13801,324.8,1,Low Value
13802,26259.11,19,High Value
13803,1338.91,3,Low Value
13804,3161.12,9,Medium Value
13805,924.6,2,Low Value
13806,256.38,1,Low Value
13807,422.2,3,Low Value
13808,1747.66,5,Low Value
13809,679.7,3,Low Value
13810,1499.01,3,Low Value
13811,814.5,3,Low Value
13812,539.0,3,Low Value
13813,2765.47,8,Medium Value
13814,2257.32,3,Medium Value
13815,7475.74,8,High Value
13816,571.6700000000001,2,Low Value
13817,382.98,2,Low Value
13818,61.28,1,Low Value
13819,2642.35,6,Medium Value
13820,652.75,3,Low Value
13821,1379.08,6,Low Value
13822,632.0,2,Low Value
13823,3403.4500000000003,7,Medium Value
13824,3314.76,12,Medium Value
13825,255.59,2,Low Value
13826,189.5,1,Low Value
13827,409.8,3,Low Value
13828,209.49,1,Low Value
13829,102.0,1,Low Value
13830,156.85000000000002,1,Low Value
13831,6585.54,18,High Value
13832,609.89,2,Low Value
13833,700.41,2,Low Value
13834,324.19,2,Low Value
13835,1095.27,7,Low Value
13836,620.37,2,Low Value
13837,266.59000000000003,2,Low Value
13838,1690.07,10,Low Value
13839,139.95000000000002,1,Low Value
13840,651.4,1,Low Value
13841,85.0,1,Low Value
13842,5319.34,18,Medium Value
13843,319.75,1,Low Value
13844,361.62,1,Low Value
13845,312.98,1,Low Value
13846,1307.79,4,Low Value
13847,310.72,1,Low Value
13848,3015.0,8,Medium Value
13849,3469.3,5,Medium Value
13850,1595.48,1,Low Value
13851,4606.46,8,Medium Value
13852,187.35000000000002,1,Low Value
13853,1090.14,1,Low Value
13854,11944.56,39,High Value
13855,1310.3400000000001,4,Low Value
13856,1142.03,11,Low Value
13857,1001.01,6,Low Value
13858,216.17,1,Low Value
13859,515.86,2,Low Value
13860,1245.9,5,Low Value
13861,273.26,2,Low Value
13862,2556.09,9,Medium Value
13863,1239.55,4,Low Value
13864,662.4000000000001,1,Low Value
13865,501.56,4,Low Value
13866,145.67000000000002,1,Low Value
13867,1005.09,3,Low Value
13868,3192.54,2,Medium Value
13869,7996.87,10,High Value
13870,5712.08,15,High Value
13871,7885.85,17,High Value
13872,919.57,3,Low Value
13873,1038.92,8,Low Value
13874,2049.15,7,Low Value
13875,4814.37,14,Medium Value
13876,122.7,1,Low Value
13877,449.68,3,Low Value
13878,2416.9,4,Medium Value
13879,395.5,1,Low Value
13880,4293.86,17,Medium Value
13881,45179.1,43,High Value
13882,1191.13,5,Low Value
13883,6560.02,15,High Value
13884,1825.03,10,Low Value
13885,506.8,2,Low Value
13886,243.56,1,Low Value
13887,349.55,1,Low Value
13888,2001.59,7,Low Value
13889,1991.23,6,Low Value
13890,2927.38,14,Medium Value
13891,859.21,3,Low Value
13892,1267.6499999999999,6,Low Value
13893,821.1,1,Low Value
13894,564.62,3,Low Value
13895,4008.52,6,Medium Value
13896,388.55,1,Low Value
13897,1160.72,3,Low Value
13898,686.4,2,Low Value
13899,388.52,2,Low Value
13900,1610.59,6,Low Value
13901,5676.34,15,High Value
13902,34095.26,5,High Value
13903,165.45000000000002,1,Low Value
13904,332.64,2,Low Value
13905,312.65,1,Low Value
13906,42.0,1,Low Value
13907,136.8,1,Low Value
13908,2369.55,4,Medium Value
13909,282.85,2,Low Value
13911,4234.99,20,Medium Value
13912,124.95,1,Low Value
13913,42.22,1,Low Value
13914,626.45,2,Low Value
13915,70.80000000000001,1,Low Value
13916,1275.81,4,Low Value
13917,272.04,2,Low Value
13918,1212.8400000000001,2,Low Value
13919,1360.68,4,Low Value
13920,1774.68,4,Low Value
13921,730.7,4,Low Value
13922,865.2,3,Low Value
13923,351.13,1,Low Value
13924,1838.8500000000001,6,Low Value
13925,678.25,4,Low Value
13926,223.85000000000002,1,Low Value
13927,708.26,2,Low Value
13928,464.57,4,Low Value
13929,3494.1,11,Medium Value
13930,337.34,2,Low Value
13931,5257.38,11,Medium Value
13932,307.4,1,Low Value
13933,608.7900000000001,2,Low Value
13934,922.1,1,Low Value
13935,6116.92,3,High Value
13936,939.66,3,Low Value
13937,880.13,2,Low Value
13938,71.66,1,Low Value
13939,1560.96,7,Low Value
13940,839.14,4,Low Value
13941,10027.18,15,High Value
13942,320.0,1,Low Value
13943,246.54,1,Low Value
13944,200.43,1,Low Value
13945,854.15,2,Low Value
13946,1876.23,6,Low Value
13947,90.6,1,Low Value
13948,548.76,4,Low Value
13949,2427.32,6,Medium Value
13950,745.06,4,Low Value
13951,674.45,3,Low Value
13952,12823.521,14,High Value
13953,6640.68,12,High Value
13954,439.92,2,Low Value
13955,544.0699999999999,3,Low Value
13956,1019.27,5,Low Value
13957,458.25,3,Low Value
13958,4709.2300000000005,8,Medium Value
13959,1064.77,6,Low Value
13960,230.22,2,Low Value
13961,538.4,1,Low Value
13962,362.8,3,Low Value
13963,2860.57,17,Medium Value
13964,438.9,2,Low Value
13965,996.61,3,Low Value
13966,384.26,1,Low Value
13967,166.3,2,Low Value
13968,123.66,1,Low Value
13969,12973.460000000001,35,High Value
13970,846.55,2,Low Value
13971,4667.57,14,Medium Value
13972,190.25,2,Low Value
13973,264.7,1,Low Value
13974,677.72,2,Low Value
13975,5256.4,12,Medium Value
13976,1192.36,4,Low Value
13977,519.8100000000001,1,Low Value
13978,196.79000000000002,2,Low Value
13979,3379.93,7,Medium Value
13980,768.82,5,Low Value
13981,331.14,1,Low Value
13982,3954.29,9,Medium Value
13983,6753.89,21,High Value
13984,1893.8,12,Low Value
13985,10020.86,22,High Value
13986,320.46,1,Low Value
13987,682.54,2,Low Value
13988,4757.8,8,Medium Value
13989,2026.06,5,Low Value
13990,311.3,1,Low Value
13991,852.88,6,Low Value
13992,219.5,3,Low Value
13993,6775.71,19,High Value
13994,2274.14,6,Medium Value
13995,3902.01,14,Medium Value
13996,895.76,2,Low Value
13997,376.46,3,Low Value
13998,566.7,3,Low Value
13999,9502.26,29,High Value
14000,2046.3400000000001,5,Low Value
14001,4228.85,9,Medium Value
14002,529.73,2,Low Value
14003,209.41,1,Low Value
14004,6258.45,11,High Value
14005,2874.72,5,Medium Value
14006,2196.67,7,Low Value
14007,79.48,1,Low Value
14008,509.04,1,Low Value
14009,1099.91,3,Low Value
14010,445.15,2,Low Value
14011,457.82,2,Low Value
14012,328.8,1,Low Value
14013,1084.57,5,Low Value
14014,1948.21,3,Low Value
14015,917.34,1,Low Value
14016,11403.41,11,High Value
14017,229.75,1,Low Value
14018,367.15000000000003,1,Low Value
14019,1421.61,3,Low Value
14020,1249.01,4,Low Value
14021,1716.58,7,Low Value
14022,792.15,2,Low Value
14023,584.07,2,Low Value
14024,645.74,3,Low Value
14025,4057.9,8,Medium Value
14026,713.11,2,Low Value
14027,104.82,1,Low Value
14028,10396.5,3,High Value
14029,467.66,2,Low Value
14030,7521.8,20,High Value
14031,39019.51,44,High Value
14032,4546.41,16,Medium Value
14033,109.44,1,Low Value
14034,648.89,3,Low Value
14035,2794.75,9,Medium Value
14036,626.65,1,Low Value
14037,836.95,6,Low Value
14038,3069.88,5,Medium Value
14039,267.28000000000003,2,Low Value
14040,12523.81,35,High Value
14041,141.41,1,Low Value
14042,431.98,1,Low Value
14043,302.6,2,Low Value
14044,3077.7,10,Medium Value
14045,10986.63,16,High Value
14046,154.99,1,Low Value
14047,3968.11,14,Medium Value
14048,748.69,3,Low Value
14049,13023.4,13,High Value
14050,746.36,2,Low Value
14051,21770.98,37,High Value
14052,466.66,2,Low Value
14053,572.3,4,Low Value
14054,92.46,1,Low Value
14055,1520.96,3,Low Value
14056,8152.71,23,High Value
14057,8346.66,22,High Value
14058,469.19,2,Low Value
14059,183.6,1,Low Value
14060,8898.24,30,High Value
14061,917.4300000000001,3,Low Value
14062,25585.65,24,High Value
14063,22710.2,9,High Value
14064,3260.24,15,Medium Value
14065,891.02,3,Low Value
14066,152.55,1,Low Value
14067,374.7,2,Low Value
14068,1516.72,4,Low Value
14069,225.81,2,Low Value
14070,321.6,1,Low Value
14071,1437.57,8,Low Value
14072,390.85,1,Low Value
14073,151.04,1,Low Value
14074,219.39999999999998,1,Low Value
14075,1734.87,6,Low Value
14076,118.67,1,Low Value
14077,615.0799999999999,6,Low Value
14078,1553.47,9,Low Value
14079,618.73,2,Low Value
14080,1115.68,5,Low Value
14081,4867.57,10,Medium Value
14082,413.36,2,Low Value
14083,1082.19,11,Low Value
14084,150.5,1,Low Value
14085,9720.67,33,High Value
14086,39.95,1,Low Value
14087,829.47,3,Low Value
14088,64036.8,16,High Value
14089,158.75,1,Low Value
14090,76.32000000000001,1,Low Value
14091,9530.08,2,High Value
14092,7229.45,24,High Value
14093,433.86,1,Low Value
14094,311.77,1,Low Value
14095,2.95,1,Low Value
14096,65164.79,17,High Value
14097,422.85999999999996,2,Low Value
14098,147.35,1,Low Value
14099,5750.91,20,High Value
14100,191.95000000000002,1,Low Value
14101,9961.93,13,High Value
14102,1105.8799999999999,5,Low Value
14104,743.53,5,Low Value
14105,5988.83,5,High Value
14106,214.79999999999998,1,Low Value
14107,4877.3,11,Medium Value
14108,1044.96,4,Low Value
14109,144.2,1,Low Value
14110,12987.95,33,High Value
14111,692.85,4,Low Value
14112,5834.59,13,High Value
14113,7092.610000000001,16,High Value
14114,1364.09,7,Low Value
14115,622.6700000000001,2,Low Value
14116,1382.74,5,Low Value
14117,90.0,1,Low Value
14118,458.45,1,Low Value
14119,183.37,2,Low Value
14121,2780.15,4,Medium Value
14122,362.42,3,Low Value
14123,436.18,1,Low Value
14124,419.58000000000004,1,Low Value
14125,2720.63,3,Medium Value
14126,1172.46,4,Low Value
14127,1900.0800000000002,6,Low Value
14128,924.21,3,Low Value
14129,2591.34,9,Medium Value
14130,1858.77,4,Low Value
14131,168.22,1,Low Value
14132,3586.0299999999997,11,Medium Value
14133,911.14,4,Low Value
14134,11123.35,15,High Value
14135,8839.67,24,High Value
14136,1570.81,5,Low Value
14137,332.7,1,Low Value
14138,965.8800000000001,2,Low Value
14139,1086.8,4,Low Value
14140,935.05,2,Low Value
14141,915.13,4,Low Value
14142,671.34,2,Low Value
14143,115.8,1,Low Value
14144,30.599999999999998,1,Low Value
14145,7600.05,7,High Value
14146,9450.3,12,High Value
14147,2590.2,9,Medium Value
14148,466.29,2,Low Value
14149,446.62,1,Low Value
14150,658.64,2,Low Value
14151,679.45,2,Low Value
14152,1997.3400000000001,7,Low Value
14153,233.4,1,Low Value
14154,6460.7,8,High Value
14155,118.75,1,Low Value
14156,313437.62,156,High Value
14157,978.69,5,Low Value
14158,507.66,1,Low Value
14159,7860.8,20,High Value
14160,8421.47,7,High Value
14161,2996.93,7,Medium Value
14162,289.36,2,Low Value
14163,2594.62,5,Medium Value
14164,1631.77,2,Low Value
14165,120.44,1,Low Value
14166,251.15,2,Low Value
14167,1274.29,8,Low Value
14168,370.45,2,Low Value
14169,621.51,2,Low Value
14170,570.18,3,Low Value
14171,498.79,2,Low Value
14172,369.02,3,Low Value
14173,586.0,6,Low Value
14174,134.46,1,Low Value
14175,7678.88,8,High Value
14176,756.46,5,Low Value
14177,2209.69,13,Low Value
14178,1600.26,7,Low Value
14179,701.57,2,Low Value
14180,6117.5,33,High Value
14181,308.35,2,Low Value
14182,678.77,4,Low Value
14183,278.34000000000003,2,Low Value
14184,452.89,1,Low Value
14185,197.65,1,Low Value
14186,1550.63,5,Low Value
14187,123.5,1,Low Value
14188,2054.36,6,Low Value
14189,5503.15,16,High Value
14190,79.9,1,Low Value
14191,4817.66,15,Medium Value
14192,293.74,1,Low Value
14193,1210.19,3,Low Value
14194,18670.59,36,High Value
14195,2615.6,6,Medium Value
14196,335.52,1,Low Value
14197,390.05,1,Low Value
14198,1569.73,9,Low Value
14199,1091.7,4,Low Value
14200,379.2,1,Low Value
14201,1193.54,10,Low Value
14202,847.76,3,Low Value
14203,339.34,1,Low Value
14204,1024.83,4,Low Value
14205,2414.2,9,Medium Value
14206,1185.01,3,Low Value
14207,157.8,1,Low Value
14208,567.05,2,Low Value
14209,4993.27,15,Medium Value
14210,5556.570000000001,16,High Value
14211,4402.29,18,Medium Value
14212,2190.14,2,Low Value
14213,1192.2,1,Low Value
14214,1004.38,5,Low Value
14215,3250.33,9,Medium Value
14216,2150.04,5,Low Value
14217,3298.59,23,Medium Value
14218,169.48000000000002,1,Low Value
14219,633.83,3,Low Value
14220,1515.0,4,Low Value
14221,6517.49,17,High Value
14222,683.17,1,Low Value
14223,991.13,3,Low Value
14224,1841.71,9,Low Value
14225,2031.07,4,Low Value
14226,2985.13,6,Medium Value
14227,6368.71,15,High Value
14228,745.5,3,Low Value
14229,2594.04,7,Medium Value
14230,979.8000000000001,3,Low Value
14231,1235.6200000000001,4,Low Value
14232,2048.07,5,Low Value
14233,2904.27,7,Medium Value
14234,754.12,4,Low Value
14235,4717.99,9,Medium Value
14236,1555.34,5,Low Value
14237,471.14,2,Low Value
14238,434.23,3,Low Value
